"CENSUS2K_Code","CENSUS2K_Occupation_Title","BLS_Code","BLS_Occupation_Title","OMBSOC_Code","OMBSOC_Occupation_Title","ONET_Code","ONET_Occupation_Title","CIP_Code","CIP_Occupation_Title","NSSBIC_Code","NSSBIC_Occupation_Title","DOECC_Code","DOECC_Occupation_Title"
863,"Miscellaneous Plant & System Operators","51-8092","Gas Plant Operators","51-8092","Gas Plant Operators","51-8092.00","Gas Plant Operators","99.9990","No related CIP programs",15,"Utilities & Environment",1,"Agriculture/Natural Resource"
863,"Miscellaneous Plant & System Operators","51-8092","Gas Plant Operators","51-8092","Gas Processing Plant Operators","51-8092.01","Gas Processing Plant Operators","99.9990","No related CIP programs",15,"Utilities & Environment",1,"Agriculture/Natural Resource"
863,"Miscellaneous Plant & System Operators","51-8092","Gas Plant Operators","51-8092","Gas Distribution Plant Operators","51-8092.02","Gas Distribution Plant Operators","99.9990","No related CIP programs",15,"Utilities & Environment",1,"Agriculture/Natural Resource"
863,"Miscellaneous Plant & System Operators","51-8093","Petroleum Pump System Operators, Refinery Operators, & Gaugers","51-8093","Petroleum Pump System Operators, Refinery Operators, & Gaugers","51-8093.00","Petroleum Pump System Operators, Refinery Operators, & Gaugers","99.9990","No related CIP programs",8,"Mining",1,"Agriculture/Natural Resource"
863,"Miscellaneous Plant & System Operators","51-8093","Petroleum Pump System Operators, Refinery Operators, & Gaugers","51-8093","Petroleum Pump System Operators","51-8093.01","Petroleum Pump System Operators","99.9990","No related CIP programs",8,"Mining",1,"Agriculture/Natural Resource"
863,"Miscellaneous Plant & System Operators","51-8093","Petroleum Pump System Operators, Refinery Operators, & Gaugers","51-8093","Petroleum Refinery & Control Panel Operators","51-8093.02","Petroleum Refinery & Control Panel Operators","99.9990","No related CIP programs",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
863,"Miscellaneous Plant & System Operators","51-8093","Petroleum Pump System Operators, Refinery Operators, & Gaugers","51-8093","Gaugers","51-8093.03","Gaugers","99.9990","No related CIP programs",8,"Mining",1,"Agriculture/Natural Resource"
863,"Miscellaneous Plant & System Operators","51-8099","Plant & System Operators, All Other","51-8099","Plant & System Operators, All Other","51-8099","Plant & System Operators, All Other","99.9990","No related CIP programs",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
864,"Chemical Processing Machine Setters, Operators, & Tenders","51-9010","Chemical Processing Machine Setters, Operators, & Tenders","51-9010","Chemical Processing Machine Setters, Operators, & Tenders","51-9010.00","Chemical Processing Machine Setters, Operators, & Tenders","99","This is a broad SOC occupation. For related CIP programs, see detailed O*NET occupations listed below.",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
864,"Chemical Processing Machine Setters, Operators, & Tenders","51-9011","Chemical Equipment Operators & Tenders","51-9011","Chemical Equipment Operators & Tenders","51-9011.00","Chemical Equipment Operators & Tenders","41.0301","Chemical Technology/Technician",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
864,"Chemical Processing Machine Setters, Operators, & Tenders","51-9011","Chemical Equipment Operators & Tenders","51-9011","Chemical Equipment Operators & Tenders","51-9011.01","Chemical Equipment Controllers & Operators","41.0301","Chemical Technology/Technician",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
864,"Chemical Processing Machine Setters, Operators, & Tenders","51-9011","Chemical Equipment Operators & Tenders","51-9011","Chemical Equipment Operators & Tenders","51-9011.02","Chemical Equipment Tenders","41.0301","Chemical Technology/Technician",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
864,"Chemical Processing Machine Setters, Operators, & Tenders","51-9012","Separating, Filtering, Clarifying, Precipitating, & Still Machine Setters, Operators, & Tenders","51-9012","Separating, Filtering, Clarifying, Precipitating, & Still Machine Setters, Operators, & Tenders","51-9012.00","Separating, Filtering, Clarifying, Precipitating, & Still Machine Setters, Operators, & Tenders","99.9990","No related CIP programs",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
865,"Crushing, Grinding, Polishing, Mixing, & Blending Workers","51-9020","Crushing, Grinding, Polishing, Mixing, & Blending Workers","51-9020","Crushing, Grinding, Polishing, Mixing, & Blending Workers","51-9020.00","Crushing, Grinding, Polishing, Mixing, & Blending Workers","99","This is a broad SOC occupation. For related CIP programs, see detailed O*NET occupations listed below.",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
865,"Crushing, Grinding, Polishing, Mixing, & Blending Workers","51-9021","Crushing, Grinding, & Polishing Machine Setters, Operators, & Tenders","51-9021","Crushing, Grinding, & Polishing Machine Setters, Operators, & Tenders","51-9021.00","Crushing, Grinding, & Polishing Machine Setters, Operators, & Tenders","99.9990","No related CIP programs",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
865,"Crushing, Grinding, Polishing, Mixing, & Blending Workers","51-9022","Grinding & Polishing Workers, Hand","51-9022","Grinding & Polishing Workers, Hand","51-9022.00","Grinding & Polishing Workers, Hand","99.9990","No related CIP programs",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
865,"Crushing, Grinding, Polishing, Mixing, & Blending Workers","51-9023","Mixing & Blending Machine Setters, Operators, & Tenders","51-9023","Mixing & Blending Machine Setters, Operators, & Tenders","51-9023.00","Mixing & Blending Machine Setters, Operators, & Tenders","01.0401","Agricultural & Food Products Processing, General",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
871,"Cutting Workers","51-9030","Cutting Workers","51-9030","Cutting Workers","51-9030.00","Cutting Workers","99","This is a broad SOC occupation. For related CIP programs, see detailed O*NET occupations listed below.",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
871,"Cutting Workers","51-9031","Cutters & Trimmers, Hand","51-9031","Cutters & Trimmers, Hand","51-9031.00","Cutters & Trimmers, Hand","99.9990","No related CIP programs",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
871,"Cutting Workers","51-9032","Cutting & Slicing Machine Setters, Operators, & Tenders","51-9032","Cutting & Slicing Machine Setters, Operators, & Tenders","51-9032.00","Cutting & Slicing Machine Setters, Operators, & Tenders","99.9990","No related CIP programs",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
871,"Cutting Workers","51-9032","Cutting & Slicing Machine Setters, Operators, & Tenders","51-9032","Fiber Product Cutting Machine Setters & Set-Up Operators","51-9032.01","Fiber Product Cutting Machine Setters & Set-Up Operators","99.9990","No related CIP programs",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
871,"Cutting Workers","51-9032","Cutting & Slicing Machine Setters, Operators, & Tenders","51-9032","Stone Sawyers","51-9032.02","Stone Sawyers","99.9990","No related CIP programs",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
871,"Cutting Workers","51-9032","Cutting & Slicing Machine Setters, Operators, & Tenders","51-9032","Glass Cutting Machine Setters & Set-Up Operators","51-9032.03","Glass Cutting Machine Setters & Set-Up Operators","99.9990","No related CIP programs",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
871,"Cutting Workers","51-9032","Cutting & Slicing Machine Setters, Operators, & Tenders","51-9032","Cutting & Slicing Machine Operators & Tenders","51-9032.04","Cutting & Slicing Machine Operators & Tenders","99.9990","No related CIP programs",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
872,"Extruding, Forming, Pressing, & Compacting Machine Setters, Operators, & Tenders","51-9041","Extruding, Forming, Pressing, & Compacting Machine Setters, Operators, & Tenders","51-9041","Extruding, Forming, Pressing, & Compacting Machine Setters, Operators, & Tenders","51-9041.00","Extruding, Forming, Pressing, & Compacting Machine Setters, Operators, & Tenders","99.9990","No related CIP programs",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
872,"Extruding, Forming, Pressing, & Compacting Machine Setters, Operators, & Tenders","51-9041","Extruding, Forming, Pressing, & Compacting Machine Setters, Operators, & Tenders","51-9041","Extruding, Forming, Pressing, & Compacting Machine Setters & Set-Up Operators","51-9041.01","Extruding, Forming, Pressing, & Compacting Machine Setters & Set-Up Operators","99.9990","No related CIP programs",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
872,"Extruding, Forming, Pressing, & Compacting Machine Setters, Operators, & Tenders","51-9041","Extruding, Forming, Pressing, & Compacting Machine Setters, Operators, & Tenders","51-9041","Extruding, Forming, Pressing, & Compacting Machine Operators & Tenders","51-9041.02","Extruding, Forming, Pressing, & Compacting Machine Operators & Tenders","99.9990","No related CIP programs",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
873,"Furnace, Kiln, Oven, Drier, & Kettle Operators & Tenders","51-9051","Furnace, Kiln, Oven, Drier, & Kettle Operators & Tenders","51-9051","Furnace, Kiln, Oven, Drier, & Kettle Operators & Tenders","51-9051.00","Furnace, Kiln, Oven, Drier, & Kettle Operators & Tenders","99.9990","No related CIP programs",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
874,"Inspectors, Testers, Sorters, Samplers, & Weighers","51-9061","Inspectors, Testers, Sorters, Samplers, & Weighers","51-9061","Inspectors, Testers, Sorters, Samplers, & Weighers","51-9061.00","Inspectors, Testers, Sorters, Samplers, & Weighers","15.0702","Quality Control Technology/Technician",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
874,"Inspectors, Testers, Sorters, Samplers, & Weighers","51-9061","Inspectors, Testers, Sorters, Samplers, & Weighers","51-9061","Inspectors, Testers, Sorters, Samplers, & Weighers","51-9061.01","Materials Inspectors","15.0702","Quality Control Technology/Technician",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
874,"Inspectors, Testers, Sorters, Samplers, & Weighers","51-9061","Inspectors, Testers, Sorters, Samplers, & Weighers","51-9061","Inspectors, Testers, Sorters, Samplers, & Weighers","51-9061.02","Mechanical Inspectors","15.0702","Quality Control Technology/Technician",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
874,"Inspectors, Testers, Sorters, Samplers, & Weighers","51-9061","Inspectors, Testers, Sorters, Samplers, & Weighers","51-9061","Inspectors, Testers, Sorters, Samplers, & Weighers","51-9061.03","Precision Devices Inspectors & Testers","15.0702","Quality Control Technology/Technician",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
874,"Inspectors, Testers, Sorters, Samplers, & Weighers","51-9061","Inspectors, Testers, Sorters, Samplers, & Weighers","51-9061","Inspectors, Testers, Sorters, Samplers, & Weighers","51-9061.04","Electrical & Electronic Inspectors & Testers","15.0702","Quality Control Technology/Technician",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
874,"Inspectors, Testers, Sorters, Samplers, & Weighers","51-9061","Inspectors, Testers, Sorters, Samplers, & Weighers","51-9061","Inspectors, Testers, Sorters, Samplers, & Weighers","51-9061.05","Production Inspectors, Testers, Graders, Sorters, Samplers, Weighers","15.0702","Quality Control Technology/Technician",7,"Manufacturing, Installation & Repair",13,"Manufacturing"
875,"Jewelers & Precious Stone & Metal Workers","51-9071","Jewelers & Precious Stone & Metal Workers","51-9071","Jewelers & Precious Stone & Metal Workers","51-9071.00","Jewelers & Precious Stone & Metal Workers","47.0408","Watchmaking & Jewelrymaking",11,"Retail & Wholesale Trade, Real Estate & Personal Services",14,"Retail & Wholesale Sales & Service"
875,"Jewelers & Precious Stone & Metal Workers","51-9071","Jewelers & Precious Stone & Metal Workers","51-9071","Jewelers & Precious Stone & Metal Workers","51-9071.01","Jewelers","47.0408","Watchmaking & Jewelrymaking",11,"Retail & Wholesale Trade, Real Estate & Personal Services",14,"Retail & Wholesale Sales & Service"
875,"Jewelers & Precious Stone & Metal Workers","51-9071","Jewelers & Precious Stone & Metal Workers","51-9071","Jewelers & Precious Stone & Metal Workers","51-9071.02","Silversmiths","47.0408","Watchmaking & Jewelrymaking",11,"Retail & Wholesale Trade, Real Estate & Personal Services",14,"Retail & Wholesale Sales & Service"
875,"Jewelers & Precious Stone & Metal Workers","51-9071","Jewelers & Precious Stone & Metal Workers","51-9071","Jewelers & Precious Stone & Metal Workers","51-9071.03","Model & Mold Makers, Jewelry","47.0408","Watchmaking & Jewelrymaking",11,"Retail & Wholesale Trade, Real Estate & Personal Services",14,"Retail & Wholesale Sales & Service"
875,"Jewelers & Precious Stone & Metal Workers","51-9071","Jewelers & Precious Stone & Metal Workers","51-9071","Jewelers & Precious Stone & Metal Workers","51-9071.04","Bench Workers, Jewelry","47.0408","Watchmaking & Jewelrymaking",11,"Retail & Wholesale Trade, Real Estate & Personal Services",14,"Retail & Wholesale Sales & Service"
875,"Jewelers & Precious Stone & Metal Workers","51-9071","Jewelers & Precious Stone & Metal Workers","51-9071","Jewelers & Precious Stone & Metal Workers","51-9071.05","Pewter Casters & Finishers","47.0408","Watchmaking & Jewelrymaking",11,"Retail & Wholesale Trade, Real Estate & Personal Services",14,"Retail & Wholesale Sales & Service"
875,"Jewelers & Precious Stone & Metal Workers","51-9071","Jewelers & Precious Stone & Metal Workers","51-9071","Jewelers & Precious Stone & Metal Workers","51-9071.06","Gem & Diamond Workers","47.0408","Watchmaking & Jewelrymaking",11,"Retail & Wholesale Trade, Real Estate & Personal Services",14,"Retail & Wholesale Sales & Service"
